review,rating,date,bank,source,LemmatizedText
Only problem is often it has connectivity issues.,5,2024-04-23,BOA,Google Play,problem connectivity issue
Not bad but please make it lite pls,1,2024-04-23,BOA,Google Play,bad lite pls
"It says ""Something is wrong with your internet banking user, go to your nearest branch"" It hasn't been working since April 13.",1,2024-04-22,BOA,Google Play,say wrong internet banking user near branch not work april
I like this bank by his activity and respect castemers i look like my house,5,2024-04-22,BOA,Google Play,like bank activity respect castemer look like house
Bank Of Abyssina,5,2024-04-22,BOA,Google Play,bank abyssina
very fast also nice app i love it,5,2024-04-22,BOA,Google Play,fast nice app love
"By far the nicest looking app by an Ethiopian Bank. But it's functionality is weak. It is full of Transaction error, Function Error. Kudos, but it needs more backend work.",2,2024-04-22,BOA,Google Play,far nice look app ethiopian bank functionality weak transaction error function error kudo need backend work
Not reliable always with some issues,1,2024-04-22,BOA,Google Play,reliable issue
Right one,1,2024-04-22,BOA,Google Play,right
"So BoA, your last application was horrible and buggy. And we thought ""finally!! a functional new app with better UI."" But It didn't last long, a non existent connection error at login.... Please just fix your app to the simplest functional form and it would be up to your other service standards.",1,2024-04-21,BOA,Google Play,boa application horrible buggy thought finally functional new app well ui not long non existent connection error login fix app simple functional form service standard
"It has good backgroud and simple. But keeps saying no conectivty , login, Close immediately you made it porly not woriking on stable network!!!",1,2024-04-21,BOA,Google Play,good backgroud simple keep say conectivty login close immediately porly woriking stable network
"It was working fine a couple of days ago, in the utilities section of payment it only provides a few services but that is OK for now but my issue is it has started crashing down these past 2 days",2,2024-04-21,BOA,Google Play,work fine couple day ago utility section payment provide service ok issue start crash past day
"This app is awesome, I like the features",5,2024-04-21,BOA,Google Play,app awesome like feature
"The app is a total waste of time, it glitches, doesn't log in fast, super slow.",1,2024-04-21,BOA,Google Play,app total waste time glitch not log fast super slow
Very very bad app,1,2024-04-21,BOA,Google Play,bad app
Not work this app ...what is the problem,1,2024-04-20,BOA,Google Play,work app problem
the new updated app exception handling for connection fluctuations is so exhausting which lead users to login repeated times.,1,2024-04-20,BOA,Google Play,new update app exception handle connection fluctuation exhaust lead user login repeat time
"Some problem this app,",1,2024-04-20,BOA,Google Play,problem app
It keeps on crashing,1,2024-04-20,BOA,Google Play,keep crash
poor performance,1,2024-04-20,BOA,Google Play,poor performance
Hey no working,5,2024-04-19,BOA,Google Play,hey work
It's good app tnx for u new update it's very easy to using this app they add some future tnx Abyssinia bank,5,2024-04-18,BOA,Google Play,good app tnx u new update easy app add future tnx abyssinia bank
A lot of the app's features have been rearranged but sometimes it works sometimes it doesnt...and that makes it less reliable specially at times of need...pls improve it,2,2024-04-18,BOA,Google Play,lot app feature rearrange work doesntand make reliable specially time needpls improve
Now am confused upgrade or downgrade 🤔,1,2024-04-17,BOA,Google Play,confuse upgrade downgrade
Vary good app,5,2024-04-15,BOA,Google Play,vary good app
Can you please just make it functional. I don't think anyone cares how good it looks if not a single functionality works. Plus it's not even aestheticaly nice. The loading animated icon has white irregular edges because the logo wasn't cut out correctly. The app doesn't work at all. It doesn't even login. It gets stuck on login just showing the logo animation and blames the issue on connectivity. Connectivity is fine and the proof is that this review is posted.,1,2024-04-15,BOA,Google Play,functional not think care good look single functionality work plus aestheticaly nice loading animate icon white irregular edge logo not cut correctly app not work not login get stuck login show logo animation blame issue connectivity connectivity fine proof review post
The app is not showing my balance or any transaction it is like corrupted showing usd amounts,1,2024-04-13,BOA,Google Play,app show balance transaction like corrupted showing usd amount
it's so slow app please fix it,2,2024-04-13,BOA,Google Play,slow app fix
It crash always,4,2024-04-13,BOA,Google Play,crash
The most terrible mobel banking app in the world it is not working ones in a week,1,2024-04-13,BOA,Google Play,terrible mobel banking app world work one week
"Ultimately, the worst mobile banking experience ever left me feeling exasperated and disillusioned.Its a nightmare",1,2024-04-13,BOA,Google Play,ultimately bad mobile banking experience leave feel exasperate disillusionedit nightmare
"The updated version of this app is just time wasting. It doesn't work with 2G/3G network.require log in frequently,not fast as much as possible.automatic log out are the bad features of this app",1,2024-04-13,BOA,Google Play,update version app time wasting not work gg networkrequire log frequentlynot fast possibleautomatic log bad feature app
Why u do that hh,2,2024-04-13,BOA,Google Play,u hh
Abissiniya bank one of the best for giving the future,5,2024-04-12,BOA,Google Play,abissiniya bank well give future
This the best mobile banking App BOA mobile banking included all digital banking features and we can access the most companies and sectors with this App. Thanks for giving this services Keep going .,5,2024-04-12,BOA,Google Play,good mobile banking app boa mobile banking include digital banking feature access company sector app thank give service go
"This has to be your worst app ever, damm so many bugs and it lags so baddd. Please fix it",1,2024-04-12,BOA,Google Play,bad app damm bug lag baddd fix
Simplify your life by using the Abyssinia app I like it because it is comfortable and safe,5,2024-04-11,BOA,Google Play,simplify life abyssinia app like comfortable safe
"General, when I considered from other banks, this bank is unique",4,2024-04-11,BOA,Google Play,general consider bank bank unique
Boa ... The best,5,2024-04-09,BOA,Google Play,boa well
wow its so attractive,5,2024-04-09,BOA,Google Play,wow attractive
Yet another useless app,1,2024-04-09,BOA,Google Play,useless app
It's good!,4,2024-04-09,BOA,Google Play,good
Great apps,5,2024-04-07,BOA,Google Play,great app
It closes playing audio app when it is opened . What is the solution?,5,2024-04-06,BOA,Google Play,close play audio app open solution
OTP should be inserted manually. not working on my phone,2,2024-04-02,BOA,Google Play,otp insert manually work phone
